Case ID,Case Type,Court Type,Judge Name,Lawyer Name,Case Start Date,Case End Date,Judge Experience (Years),Lawyer Experience (Years),Case Duration (Days),Case Outcome,Lawyer Firm,Case Complexity Level,Case Status
2540,Civil,Commercial Court,Brittany George,Jose Brown,2024-12-08,2024-12-11,5,19,3,Dismissal,Black Legal Solutions,High,Pending
2541,Civil,Small Claims Court,Jennifer Miller,Brandon Ramirez,2024-06-30,2024-12-09,8,23,162,Settlement,Smith & Co,Low,Open
2542,Family,High Court,Anna Frost,Monica Berry,2022-08-16,2024-01-07,33,30,509,Acquittal,Black Legal Solutions,Low,Open
2543,Family,Family Court,Dr. Edward Landry,Amy Woods,2022-04-23,2024-11-23,8,30,945,Dismissal,Young & Associates,High,Open
2544,Corporate,District Court,Katherine Bell,Charles Jackson,2020-07-09,2022-03-29,35,27,628,Settlement,Davis Law Firm,High,Pending
2545,Civil,Family Court,Mitchell Smith,Leonard Leblanc,2021-01-18,2021-04-24,19,22,96,Judgment for Plaintiff,Carter Law,Low,Pending
2546,Family,Small Claims Court,Claire Castro,Matthew Walters,2020-10-11,2021-09-17,29,34,341,Acquittal,Young & Associates,Medium,Closed
2547,Corporate,Commercial Court,Regina Werner,Katherine Jordan,2023-09-27,2024-01-25,26,30,120,Dismissal,Davis Legal Services,Medium,Pending
2548,Family,District Court,Karen Baker,Victor Nelson,2022-03-30,2024-04-24,19,35,756,Pending,Lee & Partners,Medium,Closed
2549,Property,Commercial Court,Corey Murphy,Cynthia White,2021-09-30,2023-05-29,9,14,606,Conviction,Davis Law Firm,High,Open
2550,Family,Family Court,Kimberly Jordan,Summer Lopez,2020-05-07,2024-04-12,37,35,1436,Acquittal,Davis Legal Services,Medium,Open
2551,Corporate,Small Claims Court,Angela Aguilar,Samuel Howard,2020-05-02,2022-06-23,30,4,782,Pending,Wilson Legal,Low,Open
2552,Property,District Court,Cheyenne Johnson,Richard Cardenas,2022-09-05,2024-03-18,17,1,560,Settlement,Wilson Legal,High,Closed
2553,Corporate,District Court,Mark Johnson,Victoria Bonilla,2022-04-19,2023-08-03,14,26,471,Conviction,Wilson Legal,High,Closed
2554,Family,Commercial Court,Aaron Gardner,Rachel Orozco,2022-02-02,2024-02-01,19,24,729,Conviction,Young & Associates,Medium,Open
2555,Property,Family Court,Jeremy Walker,Carla Woodward,2020-06-07,2022-12-20,16,23,926,Dismissal,Black Legal Solutions,Low,Open
2556,Corporate,High Court,Krista Sanchez,Nicole Mcmahon,2020-07-21,2022-08-31,29,34,771,Dismissal,Davis Legal Services,Medium,Open
2557,Property,District Court,Aaron Mccarthy,Nicholas Taylor,2024-06-26,2024-12-24,19,15,181,Judgment for Plaintiff,Clark & Harris,High,Open
2558,Family,Family Court,Brianna Sandoval,Leslie Warner,2021-12-14,2022-01-02,7,11,19,Conviction,Davis Law Firm,Low,Closed
2559,Civil,Small Claims Court,Michelle Munoz,Natasha Gutierrez,2023-09-08,2024-06-06,9,4,272,Conviction,Lee & Partners,High,Closed
2560,Criminal,Small Claims Court,Richard Randolph,Kyle Peterson,2020-10-05,2024-08-08,8,4,1403,Pending,Wilson Legal,High,Closed
2561,Property,Small Claims Court,Melvin Yates,Jennifer Ramos,2021-06-27,2022-11-04,17,16,495,Pending,Black Legal Solutions,Low,Pending
2562,Property,High Court,Kathleen Green,Kelli Scott,2024-09-07,2024-12-09,40,3,93,Dismissal,Wilson Legal,Low,Closed
2563,Family,Family Court,Joel Ashley,William Smith,2023-03-17,2023-03-31,9,22,14,Conviction,Clark & Harris,Medium,Closed
2564,Criminal,High Court,Jennifer Buckley,Lawrence Rush,2020-03-29,2022-05-05,37,29,767,Pending,Davis Legal Services,Low,Open
2565,Corporate,Small Claims Court,Jonathan Tucker,Leonard White,2020-12-03,2023-01-30,32,27,788,Settlement,Davis Legal Services,Low,Pending
2566,Criminal,Small Claims Court,Rebecca Flores,Andrea Torres,2024-10-31,2024-12-15,25,22,45,Settlement,Young & Associates,High,Open
2567,Corporate,Commercial Court,William Bishop,Sarah Welch,2021-01-14,2021-04-18,15,2,94,Pending,Clark & Harris,High,Pending
2568,Family,Commercial Court,Kevin Nelson,Andrew Dawson,2020-07-11,2020-11-14,32,28,126,Dismissal,Davis Legal Services,Low,Open
2569,Corporate,Commercial Court,James Rodriguez,Margaret Ferrell,2022-07-27,2023-02-04,8,24,192,Conviction,Lee & Partners,Low,Closed
2570,Property,High Court,Jeremy Larson,Laurie Davis,2022-11-22,2023-10-06,19,33,318,Acquittal,Young & Associates,Low,Open
2571,Family,Commercial Court,Erica Davis,Jason Williams,2024-05-15,2024-07-06,8,17,52,Conviction,Clark & Harris,High,Open
2572,Civil,Commercial Court,Lindsey Harris,William Phillips Jr.,2021-01-31,2021-07-06,38,26,156,Dismissal,Wilson Legal,High,Pending
2573,Civil,High Court,Tammy Spencer,Joy Garcia,2020-02-21,2020-11-05,31,6,258,Acquittal,Lee & Partners,Medium,Pending
2574,Property,Commercial Court,Catherine Harmon,Morgan Carrillo,2024-01-28,2024-08-24,21,21,209,Acquittal,Davis Law Firm,Medium,Pending
2575,Criminal,Family Court,Ronnie Hawkins,Wanda Miller,2021-02-05,2024-11-28,20,30,1392,Dismissal,Carter Law,Medium,Open
2576,Property,High Court,Dr. Dustin Davidson,Theresa Day,2023-03-18,2023-05-14,18,19,57,Acquittal,Davis Legal Services,Low,Pending
2577,Property,High Court,Shane Perez,Cassandra Brown MD,2023-01-31,2024-02-27,8,33,392,Acquittal,Wilson Legal,Medium,Open
2578,Civil,District Court,Donna Munoz,Douglas Maxwell,2022-12-26,2024-10-14,26,6,658,Pending,Clark & Harris,Medium,Closed
2579,Criminal,High Court,Stacy Pittman,Luke Hernandez,2023-05-03,2023-12-19,39,6,230,Judgment for Plaintiff,Davis Legal Services,Medium,Pending
2580,Civil,High Court,Cory Jackson,Deborah Fisher,2021-04-12,2023-12-19,13,34,981,Conviction,Davis Law Firm,Low,Pending
2581,Corporate,Commercial Court,Marc Gonzalez,James Sparks,2020-07-12,2023-11-13,38,4,1219,Conviction,Black Legal Solutions,Medium,Pending
2582,Corporate,District Court,Douglas Weiss,Kathleen Ward,2021-04-13,2022-12-22,11,27,618,Judgment for Plaintiff,Lee & Partners,High,Closed
2583,Civil,Family Court,Carrie Wilson,Frank Flores,2024-07-24,2024-12-12,39,21,141,Settlement,Clark & Harris,Low,Open
2584,Family,High Court,Jeremy Bond,Jason Little,2022-08-11,2023-10-13,20,31,428,Settlement,Wilson Legal,Medium,Pending
2585,Civil,High Court,Megan Jimenez,Jonathan Jensen,2020-06-24,2024-08-14,31,21,1512,Dismissal,Carter Law,High,Open
2586,Family,District Court,Jeremy Young Jr.,Elizabeth Chan,2020-12-08,2022-08-17,9,31,617,Dismissal,Carter Law,Low,Closed
2587,Civil,District Court,John Adams,Donna Conrad,2023-01-12,2023-02-20,31,2,39,Acquittal,Smith & Co,High,Closed
2588,Family,District Court,Teresa Wilson,Jorge Meyer,2023-04-08,2023-07-17,22,8,100,Conviction,Davis Legal Services,Medium,Open
2589,Corporate,District Court,Sherri Thompson,William Conrad,2020-04-12,2020-04-25,38,34,13,Dismissal,Davis Law Firm,Medium,Pending
2590,Family,Family Court,Brian Baker,Jose Henry,2021-01-19,2021-10-01,11,17,255,Acquittal,Lee & Partners,Medium,Closed
2591,Corporate,Family Court,David Jackson,Dylan Bowen,2022-06-28,2024-08-19,31,3,783,Dismissal,Clark & Harris,High,Pending
2592,Corporate,Small Claims Court,Alice Collier,Michael Hudson,2023-05-13,2023-05-24,17,29,11,Dismissal,Young & Associates,High,Closed
2593,Family,Commercial Court,Deanna Flores,James Ramirez,2022-08-04,2024-08-06,19,5,733,Acquittal,Smith & Co,Low,Pending
2594,Property,Commercial Court,Robert Brown,Melissa Hunt,2022-03-24,2024-12-07,15,7,989,Acquittal,Clark & Harris,Medium,Pending
2595,Corporate,Family Court,Alexis Gordon,Robert Hale,2023-04-24,2023-10-11,21,7,170,Conviction,Davis Legal Services,High,Pending
2596,Family,Commercial Court,Dr. Dana Reyes,Meagan Moran,2024-05-28,2024-07-13,20,21,46,Pending,Smith & Co,Medium,Closed
2597,Criminal,District Court,Peter Soto,Jason Nguyen,2021-01-18,2021-09-26,37,18,251,Pending,Wilson Legal,Low,Pending
2598,Property,High Court,Amanda Ali,Justin Gutierrez,2023-02-10,2023-12-26,7,11,319,Judgment for Plaintiff,Lee & Partners,Low,Closed
2599,Civil,High Court,Alexis Carr,Karen Love,2023-07-21,2024-01-09,10,34,172,Acquittal,Wilson Legal,Medium,Pending
2600,Corporate,Family Court,Sabrina Maynard,Bethany Gonzalez,2020-08-25,2024-08-26,15,10,1462,Dismissal,Young & Associates,Low,Open
2601,Family,Small Claims Court,Spencer Jackson,Kim Paul,2023-04-20,2024-07-04,35,1,441,Judgment for Plaintiff,Young & Associates,Medium,Pending
2602,Family,Family Court,Denise Eaton,Rebecca Wilkerson,2021-02-01,2024-01-03,31,24,1066,Acquittal,Carter Law,High,Closed
2603,Criminal,High Court,Diane Dennis,Cody Mcintosh,2022-03-30,2024-10-10,32,31,925,Pending,Davis Legal Services,Medium,Closed
2604,Corporate,Family Court,Christopher Stout,Rachel Jones,2020-08-06,2022-12-13,14,14,859,Judgment for Plaintiff,Smith & Co,Low,Open
2605,Family,District Court,Olivia Johnson,Courtney Madden,2020-11-25,2021-02-21,9,7,88,Pending,Smith & Co,Low,Open
2606,Family,Commercial Court,Melody Murillo,Mike Bennett,2021-03-21,2024-02-15,9,8,1061,Settlement,Smith & Co,High,Closed
2607,Corporate,Small Claims Court,George Huerta,Stephen Gonzales,2021-11-01,2023-08-03,20,11,640,Settlement,Young & Associates,High,Pending
2608,Family,Commercial Court,Nancy Hatfield,Karen Ramirez,2020-02-02,2023-08-01,34,21,1276,Conviction,Young & Associates,High,Open
2609,Property,Family Court,Joseph Holloway,Danny Mccullough DVM,2023-03-11,2024-12-04,39,23,634,Acquittal,Clark & Harris,High,Open
2610,Criminal,High Court,Amanda Charles,Steven Washington,2023-08-18,2024-07-17,22,7,334,Judgment for Plaintiff,Smith & Co,Medium,Pending
2611,Corporate,Commercial Court,Lisa Watts,Mary Fuentes PhD,2022-09-21,2023-01-10,32,27,111,Conviction,Lee & Partners,Medium,Pending
2612,Civil,Family Court,Christina Turner,James Adams,2023-01-28,2024-04-02,24,27,430,Conviction,Wilson Legal,Medium,Open
2613,Property,Commercial Court,Victoria Green,Marc Brown,2022-04-28,2022-10-20,9,19,175,Acquittal,Wilson Legal,High,Closed
2614,Civil,Commercial Court,Christian Pacheco,William Oliver,2024-11-06,2024-11-15,18,30,9,Pending,Wilson Legal,Low,Pending
2615,Property,Small Claims Court,Darryl Robbins,Brittany Yang,2020-03-09,2023-12-20,33,11,1381,Settlement,Davis Law Firm,Medium,Open
2616,Criminal,Commercial Court,Michael Garcia,Lisa Taylor,2020-09-01,2023-08-14,35,21,1077,Judgment for Plaintiff,Wilson Legal,Low,Pending
2617,Criminal,Family Court,Patrick Davies,Amber Figueroa,2023-06-22,2024-12-29,24,24,556,Dismissal,Carter Law,High,Pending
2618,Criminal,District Court,Rhonda Butler,Margaret Bishop,2024-08-16,2024-11-14,39,6,90,Dismissal,Carter Law,Low,Open
2619,Property,Small Claims Court,Dale Chambers,Audrey Zimmerman,2024-01-30,2024-03-02,5,30,32,Pending,Smith & Co,Medium,Pending
2620,Property,Small Claims Court,Sarah Randolph,Stephanie Martinez,2023-03-29,2023-11-05,21,29,221,Acquittal,Black Legal Solutions,Low,Pending
2621,Corporate,Commercial Court,Wendy Phillips,Penny Barnett,2022-09-21,2024-02-19,34,21,516,Conviction,Davis Law Firm,Low,Closed
2622,Family,High Court,Cindy Wright,Donna Murphy,2021-10-21,2024-11-15,34,25,1121,Settlement,Clark & Harris,High,Open
2623,Criminal,District Court,Heather Mason,Jason Hodges,2021-09-13,2023-08-07,11,11,693,Pending,Black Legal Solutions,High,Open
2624,Criminal,Commercial Court,Rachel Preston,Willie Thompson,2022-10-21,2022-11-21,23,30,31,Dismissal,Black Legal Solutions,Low,Closed
2625,Civil,Family Court,Kelly Olson,Teresa Martinez,2021-10-19,2022-04-20,15,4,183,Judgment for Plaintiff,Lee & Partners,High,Pending
2626,Corporate,Family Court,Samuel Miller,Justin Collins,2021-01-28,2022-07-19,29,32,537,Dismissal,Lee & Partners,Low,Closed
2627,Criminal,Commercial Court,Timothy Young,Crystal Norton DVM,2024-09-02,2024-09-24,10,34,22,Conviction,Lee & Partners,Low,Open
2628,Family,Family Court,Dennis Barry,Anthony Bender,2024-08-22,2024-12-24,35,23,124,Pending,Wilson Legal,Low,Closed
2629,Family,Family Court,Richard Chen,Travis Hernandez,2020-01-02,2024-12-10,13,7,1804,Pending,Lee & Partners,Low,Pending
2630,Civil,High Court,Jeffrey Robinson,Robert Landry,2020-05-13,2021-03-30,31,5,321,Pending,Smith & Co,Medium,Closed
2631,Criminal,High Court,Curtis Chung,Nicole Hanson,2021-06-18,2024-02-08,6,18,965,Conviction,Davis Legal Services,High,Open
2632,Criminal,District Court,Monica Randall,Willie Nguyen,2023-03-27,2023-12-07,31,24,255,Conviction,Davis Legal Services,Low,Open
2633,Family,High Court,Teresa Elliott,Joseph Morales,2023-08-09,2024-11-09,14,35,458,Acquittal,Davis Legal Services,Low,Pending
2634,Property,District Court,Charles Kim,Patrick Gonzalez,2024-06-25,2024-07-05,29,10,10,Judgment for Plaintiff,Carter Law,Medium,Open
2635,Corporate,High Court,Douglas Dudley,Jamie King,2022-03-20,2023-07-09,7,1,476,Dismissal,Wilson Legal,Low,Closed
2636,Family,Commercial Court,Sharon Harper,Daniel Kennedy,2021-06-05,2022-02-08,5,25,248,Settlement,Young & Associates,Medium,Closed
2637,Criminal,Family Court,Jared Mitchell,Ashley Nelson,2020-09-30,2022-04-17,9,8,564,Settlement,Young & Associates,Low,Open
2638,Civil,High Court,Maurice Jackson,Kevin Garcia,2024-10-04,2024-12-18,32,30,75,Acquittal,Davis Legal Services,Low,Pending
2639,Corporate,High Court,Heidi Montoya,Tracy Oliver,2023-03-20,2024-05-18,35,10,425,Settlement,Black Legal Solutions,Medium,Open
2640,Civil,Small Claims Court,Eric Rice,Matthew Sanders,2021-09-04,2023-10-30,11,20,786,Dismissal,Davis Legal Services,High,Closed
2641,Civil,High Court,John Jones,Amanda Shaffer,2020-09-23,2023-12-03,29,17,1166,Pending,Davis Legal Services,High,Open
2642,Family,High Court,Rickey Castillo,Jacob Jones,2024-06-23,2024-08-19,9,10,57,Acquittal,Carter Law,Medium,Pending
2643,Criminal,High Court,Wesley Flores MD,Brandi Sullivan,2024-09-23,2024-11-30,10,24,68,Conviction,Carter Law,High,Open
2644,Family,Family Court,Joseph Mccall,Jason Paul,2020-09-18,2024-10-06,26,29,1479,Settlement,Davis Law Firm,High,Pending
2645,Criminal,District Court,Danielle Day,Dillon Fischer,2023-04-17,2024-05-09,19,14,388,Acquittal,Lee & Partners,Medium,Closed
2646,Criminal,Family Court,Maria Fisher,Rebecca Hill,2021-12-18,2024-10-06,30,26,1023,Settlement,Clark & Harris,Medium,Open
2647,Corporate,Family Court,Kelly Nelson,Christina Zavala,2024-07-07,2024-10-31,13,28,116,Conviction,Davis Law Firm,High,Pending
2648,Family,High Court,Michael Adams,Jacob Reeves,2020-02-18,2020-08-08,14,13,172,Conviction,Wilson Legal,Medium,Open
2649,Property,High Court,Brandon Dougherty,Clayton Ortiz,2024-05-07,2024-09-08,29,7,124,Judgment for Plaintiff,Wilson Legal,High,Closed
2650,Civil,High Court,Juan Moran,Colleen Stark,2023-11-14,2024-10-10,38,3,331,Acquittal,Young & Associates,Medium,Open
2651,Civil,High Court,Pamela Smith,Vincent Bauer,2021-03-24,2024-08-09,35,9,1234,Acquittal,Wilson Legal,High,Closed
2652,Civil,Family Court,Raymond Freeman,Katherine Mcmillan,2021-10-07,2022-09-18,6,15,346,Pending,Lee & Partners,Medium,Pending
2653,Criminal,Commercial Court,Jaime Adams,Anthony Washington,2024-04-18,2024-06-21,14,2,64,Pending,Lee & Partners,High,Closed
2654,Civil,Small Claims Court,Alison Banks,John Miller,2021-09-10,2023-09-19,38,6,739,Judgment for Plaintiff,Smith & Co,Low,Pending
2655,Property,Commercial Court,Laurie Walters,Theodore Wiley,2021-06-09,2022-09-10,22,31,458,Acquittal,Smith & Co,High,Closed
2656,Criminal,Commercial Court,Lauren Carey,Scott Suarez,2023-02-21,2024-05-14,18,22,448,Acquittal,Davis Legal Services,Low,Closed
2657,Corporate,Commercial Court,Travis Smith,Jamie Schmidt,2022-01-16,2024-03-28,8,26,802,Settlement,Smith & Co,Low,Closed
2658,Family,District Court,Brian Huffman,Anthony Wilson,2022-09-04,2023-10-11,35,33,402,Acquittal,Black Legal Solutions,Low,Closed
2659,Civil,Commercial Court,Jessica Guzman,Sherry Drake,2021-12-05,2022-08-08,7,20,246,Acquittal,Davis Law Firm,High,Open
2660,Family,Small Claims Court,Nathan Rice,Jeremy Hernandez,2021-04-22,2022-08-07,39,33,472,Pending,Lee & Partners,High,Pending
2661,Criminal,Small Claims Court,Kathleen Stevenson,Christopher Meadows,2022-01-24,2022-12-19,15,6,329,Settlement,Smith & Co,Low,Open
2662,Civil,Commercial Court,Alicia Peterson,Rebecca Walker,2023-05-21,2023-10-07,31,30,139,Judgment for Plaintiff,Davis Legal Services,Medium,Pending
2663,Property,District Court,Elizabeth Flores MD,Gabriel Mcfarland,2020-04-25,2022-01-20,20,20,635,Judgment for Plaintiff,Smith & Co,Medium,Pending
2664,Property,Small Claims Court,Lucas Mays,Katherine Fletcher,2022-03-06,2024-10-15,15,31,954,Conviction,Young & Associates,Medium,Closed
2665,Family,Small Claims Court,William Rogers,Theresa Simpson,2023-01-29,2024-02-06,25,9,373,Pending,Black Legal Solutions,Low,Closed
2666,Criminal,District Court,Robert Anderson,Dana Dodson,2022-08-15,2023-05-25,35,17,283,Settlement,Clark & Harris,Low,Open
2667,Criminal,High Court,Renee Mccarthy,Breanna Kane,2021-07-07,2022-09-26,21,3,446,Judgment for Plaintiff,Lee & Partners,Low,Closed
2668,Civil,Small Claims Court,Nancy Olsen MD,Randy Miller,2020-10-30,2022-11-20,12,25,751,Conviction,Black Legal Solutions,Medium,Closed
2669,Family,High Court,Lisa Park,Cody Shaffer,2022-04-14,2024-07-07,13,25,815,Acquittal,Smith & Co,High,Closed
2670,Property,Family Court,Kevin May,Steven Jones,2024-08-15,2024-09-13,5,20,29,Settlement,Young & Associates,High,Open
2671,Civil,District Court,Isaiah Castro,Becky Ali,2020-11-20,2024-05-09,17,28,1266,Judgment for Plaintiff,Clark & Harris,Low,Open
2672,Civil,Small Claims Court,Betty Williams,Jennifer Gilmore,2024-05-06,2024-05-10,14,16,4,Acquittal,Clark & Harris,Medium,Pending
2673,Corporate,Small Claims Court,Melissa Robinson,Mark Johnson,2021-07-11,2023-09-25,12,21,806,Judgment for Plaintiff,Smith & Co,Low,Closed
2674,Family,Family Court,Laura Page,Samuel Stewart,2021-09-05,2024-03-31,31,7,938,Pending,Davis Law Firm,Medium,Pending
2675,Civil,High Court,Stacey Garcia,Mariah Wong,2024-09-25,2024-12-22,5,21,88,Acquittal,Smith & Co,Low,Closed
2676,Civil,District Court,Crystal Aguirre,Mary Osborne,2024-04-29,2024-11-11,6,28,196,Judgment for Plaintiff,Smith & Co,High,Closed
2677,Civil,Small Claims Court,Alison Kelly,Hannah Galvan,2024-03-21,2024-10-24,12,6,217,Judgment for Plaintiff,Carter Law,Medium,Open
2678,Property,District Court,Tammy Raymond,Dawn Taylor,2024-10-30,2024-12-04,22,1,35,Conviction,Clark & Harris,Low,Pending
2679,Civil,Commercial Court,Craig Garrett,Amy Bailey,2023-10-09,2024-11-22,15,3,410,Dismissal,Lee & Partners,Medium,Pending
2680,Criminal,High Court,Amber Downs,Stephen Daniel,2023-12-13,2024-10-25,27,18,317,Settlement,Black Legal Solutions,High,Open
2681,Family,Family Court,Melissa Combs,Krista Dunn,2022-11-09,2022-11-20,35,24,11,Settlement,Clark & Harris,Low,Closed
2682,Family,District Court,Jessica Mitchell,Lisa Long,2024-06-13,2024-06-19,18,3,6,Settlement,Black Legal Solutions,High,Pending
2683,Corporate,District Court,Jorge Henson,James Gilbert,2023-09-05,2024-03-12,32,22,189,Pending,Carter Law,Medium,Open
2684,Property,Family Court,Susan Thomas,Matthew Jensen,2022-04-25,2024-08-21,9,1,849,Settlement,Young & Associates,Medium,Closed
2685,Family,District Court,Charles West,Alicia Walker,2021-02-04,2023-08-01,23,12,908,Settlement,Carter Law,High,Closed
2686,Corporate,District Court,Zachary Adams,Rose Moore,2020-02-11,2023-04-06,37,13,1150,Settlement,Davis Legal Services,High,Closed
2687,Criminal,District Court,Stephanie Parker,Robert Carter,2021-01-03,2022-11-15,38,10,681,Dismissal,Lee & Partners,Medium,Pending
2688,Criminal,Family Court,Thomas Campbell,David Scott,2020-11-04,2021-01-20,35,15,77,Judgment for Plaintiff,Carter Law,Medium,Pending
2689,Criminal,District Court,Monica Allen,Danielle Garcia,2020-10-09,2021-12-27,5,22,444,Judgment for Plaintiff,Smith & Co,Low,Open
2690,Family,Small Claims Court,Angel Hansen,Mr. Douglas Williams,2022-10-06,2023-11-20,40,27,410,Judgment for Plaintiff,Davis Legal Services,High,Pending
2691,Criminal,Small Claims Court,Randy Adams,Tiffany Santiago,2020-09-17,2023-08-25,25,16,1072,Acquittal,Black Legal Solutions,Low,Closed
2692,Property,Commercial Court,Christopher Foster,Jennifer Martin MD,2022-05-25,2024-09-10,6,18,839,Judgment for Plaintiff,Davis Legal Services,Medium,Closed
2693,Criminal,Small Claims Court,Eric Snow,Nathan Dillon,2022-07-02,2024-01-19,22,23,566,Dismissal,Black Legal Solutions,High,Pending
2694,Property,High Court,Katherine Gomez,Charles Willis,2022-06-27,2022-08-27,32,35,61,Conviction,Davis Law Firm,Medium,Pending
